gene	mean	median	longest_isoform	merged
ENSG00000237853.6_14	302	302	384	384
ENSG00000284808.1_5	2442	2442	2442	2442
ENSG00000287224.1_5	1416	1416	1416	1416
ENSG00000264551.1	91	91	91	91
ENSG00000223920.2_9	715	715	715	715
ENSG00000162604.13_16	1811	1248	3218	4017
ENSG00000271200.1_7	427	427	427	427
ENSG00000132849.22_11	5248	5234	8621	9536
ENSG00000200575.1	104	104	104	104
ENSG00000212360.1	104	104	104	104
ENSG00000236646.1_7	270	270	270	270
ENSG00000242860.2	292	292	292	292
ENSG00000263908.1	74	74	74	74
ENSG00000234204.1_5	458	458	458	458
ENSG00000234088.1_5	405	405	405	405
ENSG00000240563.2_6	3831	3831	3831	3831
ENSG00000237227.1_9	307	307	307	307
ENSG00000200174.1	110	110	110	110
ENSG00000132854.19_8	3176	2563	5499	6814
ENSG00000201153.1	108	108	108	108
ENSG00000162607.13_8	3554	3554	3602	3861
ENSG00000116641.18_18	6187	6731	7233	8016
ENSG00000270549.1_7	238	238	238	238
ENSG00000132855.5_6	2926	2926	2926	2926
ENSG00000269624.1	1813	1813	1813	1813
ENSG00000278967.1_7	1819	1819	1819	1819
ENSG00000213703.2_8	546	546	546	546
ENSG00000235545.1_9	1228	1228	1228	1228
ENSG00000125703.15_6	2917	2917	2944	2944
ENSG00000234318.1_8	447	447	447	447
ENSG00000237163.1_7	303	303	303	303
ENSG00000229537.7_10	675	573	1005	1995
ENSG00000286455.1_3	1126	1126	1126	1126
ENSG00000227485.1_8	359	359	359	359
ENSG00000229225.1_10	157	157	157	157
ENSG00000203605.3_8	823	823	823	823
ENSG00000224209.8_10	1472	1488	1751	4586
ENSG00000252259.1_2	115	115	115	115
ENSG00000228734.2_10	859	859	859	859
ENSG00000223683.1_5	595	595	595	595
ENSG00000230798.7_11	987	942	1414	1421
ENSG00000187140.6_6	2562	2562	2562	2562
ENSG00000252784.1	110	110	110	110
ENSG00000236674.1_7	1357	1357	1357	1357
ENSG00000088035.18_9	3325	3325	3325	3325
ENSG00000142856.17_11	1002	1002	1044	1078
ENSG00000286429.1_3	1206	1206	1206	1206
ENSG00000203965.13_7	2178	2178	2178	2178
ENSG00000264271.1	282	282	282	282
ENSG00000251720.1	60	60	60	60
ENSG00000116652.6_7	3555	3555	3555	3555
ENSG00000079739.17_10	2440	2384	2657	3463
ENSG00000244256.2	303	303	303	303
ENSG00000185483.13_8	4081	4081	5858	6593
ENSG00000177452.7_7	584	584	584	584
ENSG00000228056.3_5	490	490	490	490
ENSG00000207190.1	107	107	107	107
ENSG00000200508.1	102	102	102	102
ENSG00000223949.8_10	2308	2308	3040	4397
ENSG00000284928.1_5	1031	1031	1031	1031
ENSG00000177414.14_12	1409	1542	1550	1769
ENSG00000238653.1	62	62	62	62
ENSG00000158966.16_13	5633	5693	5933	6525
ENSG00000264470.1	77	77	77	77
ENSG00000162437.15_11	4391	4391	4421	4421
ENSG00000162434.14_15	5014	5087	5258	5917
ENSG00000234784.2_9	241	241	241	241
ENSG00000233877.2_9	387	387	387	387
ENSG00000226891.9_13	1675	1104	3170	7529
ENSG00000185031.6_7	1480	1480	1480	1480
ENSG00000272506.1_9	618	618	618	618
ENSG00000212257.1	107	107	107	107
ENSG00000265996.1	88	88	88	88
ENSG00000199135.1	75	75	75	75
ENSG00000231485.1	310	310	310	310
ENSG00000288804.1_1	1646	1646	1646	1646
ENSG00000235804.2_11	427	427	427	427
ENSG00000234496.2_7	223	223	223	223
ENSG00000162433.15_7	5516	6866	6998	7284
ENSG00000231622.1_5	171	171	171	171
ENSG00000116675.16_14	5873	5916	5962	6314
ENSG00000229294.1_11	512	512	512	512
ENSG00000234144.1_5	226	226	226	226
ENSG00000290094.1_1	626	626	626	626
ENSG00000222624.1	191	191	191	191
ENSG00000213625.9_8	2110	549	4625	5009
ENSG00000116678.20_9	4541	4080	8211	10967
ENSG00000237852.1_9	423	423	423	423
ENSG00000238931.1	104	104	104	104
ENSG00000224570.1_9	1797	1797	1797	1797
ENSG00000285079.1_5	2316	2316	2316	2316
ENSG00000239319.2	293	293	293	293
ENSG00000184588.18_13	3818	3998	4546	6391
ENSG00000227466.1_10	456	456	456	456
ENSG00000223152.1	86	86	86	86
ENSG00000118473.23_13	6276	7993	10737	14195
ENSG00000264720.1	78	78	78	78
ENSG00000248458.2_10	1156	1156	1156	1156
ENSG00000221655.2	92	92	92	92
ENSG00000152760.10_6	2262	2262	2262	2262
ENSG00000172410.5_6	736	736	736	736
ENSG00000152763.17_12	1911	1608	3817	4927
ENSG00000231080.1_8	861	861	861	861
ENSG00000198160.15_12	3368	3595	5456	7731
ENSG00000289394.1_1	701	701	701	701
ENSG00000116704.8_8	6193	6193	6193	6193
ENSG00000203963.12_9	2530	2153	4179	4871
ENSG00000252433.1	135	135	135	135
ENSG00000275678.1_9	2352	2352	2352	2352
ENSG00000162594.17_9	1586	1441	2858	4186
ENSG00000253074.1	104	104	104	104
ENSG00000221733.1	88	88	88	88
ENSG00000252116.1	126	126	126	126
ENSG00000228523.1_8	728	728	728	728
ENSG00000081985.14_14	3668	3585	5443	5952
ENSG00000142864.15_12	4615	5079	6681	6739
ENSG00000223263.1	105	105	105	105
ENSG00000235200.5_10	634	634	745	827
ENSG00000207504.1	107	107	107	107
ENSG00000238139.2_9	374	374	374	374
ENSG00000242482.2	297	297	297	297
ENSG00000232048.2_7	859	859	859	859
ENSG00000116717.13_7	950	902	1352	1352
ENSG00000172380.6_8	4395	4395	4395	4395
ENSG00000238778.1	61	61	61	61
ENSG00000232284.9_10	1695	2058	2232	3101
ENSG00000235055.3_9	904	904	904	904
ENSG00000162595.8_11	2055	2173	2392	2647
ENSG00000228431.1_5	386	386	386	386
ENSG00000263542.1	86	86	86	86
ENSG00000116729.14_13	1946	2184	2716	3116
ENSG00000234383.1_5	1330	1330	1330	1330
ENSG00000221203.1	93	93	93	93
ENSG00000229133.1_5	582	582	582	582
ENSG00000225242.2_7	235	235	235	235
ENSG00000237622.1_5	337	337	337	337
ENSG00000229440.1_7	217	217	217	217
ENSG00000116745.7_8	2605	2605	2605	2605
ENSG00000024526.17_9	4942	4942	5299	5438
ENSG00000233589.1_8	960	960	960	960
ENSG00000234264.1_9	1247	1247	1247	1247
ENSG00000225167.1_5	295	295	295	295
ENSG00000285041.1_5	2636	2636	2636	2636
ENSG00000285407.1_5	1552	1552	1805	2293
ENSG00000285473.1_5	716	716	716	716
ENSG00000223883.2_8	1873	1454	3539	5150
ENSG00000235446.2_11	792	792	792	792
ENSG00000229639.1_6	458	458	458	458
ENSG00000287453.1_3	549	549	549	549
ENSG00000033122.21_17	10200	5251	27923	29542
ENSG00000270615.1_6	1447	1447	1447	1447
ENSG00000287283.1_5	2154	2154	2154	2154
ENSG00000240692.2	303	303	303	303
ENSG00000229359.2_7	648	648	996	996
ENSG00000237919.5_9	608	608	694	948
ENSG00000066557.6_8	2843	2843	2843	2843
ENSG00000244389.2	295	295	295	295
ENSG00000116754.14_12	2961	3084	3959	4079
ENSG00000228988.1_10	457	457	457	457
ENSG00000118454.13_8	4492	4492	5658	5670
ENSG00000197568.15_10	892	892	1095	1147
ENSG00000226088.1_9	575	575	575	575
ENSG00000116761.12_6	1776	2044	2090	2140
ENSG00000271992.1_9	466	466	466	466
ENSG00000233020.1_7	967	967	967	967
ENSG00000237033.2_7	609	609	609	609
ENSG00000229051.2_8	2086	2086	2086	2086
ENSG00000226208.1_10	432	432	432	432
ENSG00000050628.21_14	2873	1928	7759	9973
ENSG00000235782.1_8	749	749	749	749
ENSG00000269933.1	649	649	649	649
ENSG00000235079.1_7	580	580	607	967
ENSG00000132485.14_15	2298	2816	2821	3145
ENSG00000207721.1	86	86	86	86
ENSG00000229956.11_16	1133	772	4608	12098
ENSG00000264239.1	94	94	94	94
ENSG00000226324.1_7	250	250	250	250
ENSG00000172260.15_9	9095	9095	12613	12799
ENSG00000231985.1_8	170	170	170	170
ENSG00000271618.1_7	182	182	182	182
ENSG00000228853.1_9	534	534	534	534
ENSG00000233994.2_7	608	608	608	608
ENSG00000286863.2_4	2036	1141	4182	5012
ENSG00000227207.2_7	358	358	358	358
ENSG00000225087.2_11	903	905	1122	2467
ENSG00000212366.1	107	107	107	107
ENSG00000227016.3_16	1382	1382	1382	1382
ENSG00000285808.1_4	1065	1065	1065	1065
ENSG00000280317.1_7	301	301	301	301
ENSG00000229636.2_7	1491	1491	1491	1491
ENSG00000251825.1	252	252	252	252
ENSG00000233973.7_8	1831	1075	3871	4847
ENSG00000223479.3_9	438	438	557	819
ENSG00000200601.1_2	107	107	107	107
ENSG00000285778.2_7	1981	1981	2291	3776
ENSG00000252005.1	110	110	110	110
ENSG00000162620.16_15	1977	2132	2854	3810
ENSG00000259030.8_15	3592	2803	7566	9330
ENSG00000254685.8_10	1732	1380	4692	4776
ENSG00000116783.15_11	3019	3019	3019	3019
ENSG00000237324.3_14	791	791	791	791
ENSG00000233894.1_9	471	471	497	905
ENSG00000162621.7_9	4358	4358	4358	4358
ENSG00000178965.14_11	4634	4634	7201	7696
ENSG00000234497.5_9	4874	4874	4874	4874
ENSG00000272864.1_8	565	565	565	565
ENSG00000116791.14_11	1773	1750	2301	2309
ENSG00000162623.16_10	2634	3335	3437	3502
ENSG00000229943.1_8	339	339	339	339
ENSG00000261213.1_8	1410	1410	1410	1410
ENSG00000224127.1_11	670	670	670	670
ENSG00000162624.16_9	2211	2258	2373	2940
ENSG00000224149.1_11	2203	2203	2203	2203
ENSG00000206999.1	103	103	103	103
ENSG00000137968.17_12	4151	4151	4406	6141
ENSG00000224493.1_7	670	670	670	670
ENSG00000252338.1	105	105	105	105
ENSG00000213579.3_8	457	457	457	457
ENSG00000230863.3_10	1111	1111	1480	1480
ENSG00000117054.15_14	2290	2288	3789	4243
ENSG00000181227.3_5	1354	1354	1354	1354
ENSG00000137955.16_7	980	980	1448	1529
ENSG00000206620.1	79	79	79	79
ENSG00000207241.1	84	84	84	84
ENSG00000201487.1	72	72	72	72
ENSG00000057468.7_7	3270	3270	3270	3270
ENSG00000266832.1	86	86	86	86
ENSG00000154007.7_8	1080	1080	1080	1080
ENSG00000225605.3_10	996	996	1068	1437
ENSG00000230027.2_10	1104	1104	1104	1104
ENSG00000184005.12_9	6836	6836	6836	6836
ENSG00000223905.1_7	664	664	664	664
ENSG00000272855.1_8	463	463	463	463
ENSG00000226415.1_5	750	750	750	750
ENSG00000264686.1	102	102	102	102
ENSG00000199921.1	106	106	106	106
ENSG00000237552.1_11	448	448	448	448
ENSG00000117069.15_6	5547	5547	5547	5547
ENSG00000221720.2	72	72	72	72
ENSG00000288543.1_3	497	497	497	497
ENSG00000142892.15_14	3615	4318	4601	5514
ENSG00000226084.5_8	555	555	555	555
ENSG00000228187.1_7	571	571	571	571
ENSG00000289212.1_1	909	909	909	909
ENSG00000287870.1_3	1211	1211	1211	1211
ENSG00000154027.19_7	2588	3280	3929	4524
ENSG00000233099.1_11	377	377	377	377
ENSG00000221664.1	107	107	107	107
ENSG00000251767.1	62	62	62	62
ENSG00000287647.1_5	2059	2059	2059	2059
ENSG00000036549.13_12	4440	4440	6412	6570
ENSG00000251785.1_2	84	84	84	84
ENSG00000243437.2	293	293	293	293
ENSG00000077254.14_13	3975	4241	4502	4601
ENSG00000232672.1_5	1000	1000	1000	1000
ENSG00000180488.17_15	5036	5563	6409	7229
ENSG00000222849.1_2	96	96	96	96
ENSG00000219201.4_9	921	921	921	921
ENSG00000235613.2_7	1693	1693	1693	1693
ENSG00000232015.2_7	251	251	251	251
ENSG00000235927.4_9	2292	2292	2292	2292
ENSG00000162614.19_10	3238	3238	3282	3391
ENSG00000162613.18_14	3998	3378	6714	6955
ENSG00000162616.9_7	2903	2903	2903	2903
ENSG00000137960.6_7	3778	3778	3778	3778
ENSG00000273338.1_8	209	209	209	209
ENSG00000285928.1_6	1795	1795	1795	1795
ENSG00000213561.4_9	766	766	766	766
ENSG00000251958.1	96	96	96	96
ENSG00000213560.4_9	556	556	556	556
ENSG00000202263.1_2	109	109	109	109
ENSG00000233333.2_7	757	757	757	757
ENSG00000237413.5_9	1993	1993	1993	1993
ENSG00000122420.10_8	4738	4450	5429	5623
ENSG00000227556.1_7	107	107	107	107
ENSG00000212308.1_2	105	105	105	105
ENSG00000137959.17_11	2170	1682	5829	6236
ENSG00000137965.11_6	1682	1682	1682	1682
ENSG00000238015.2_9	424	424	424	424
ENSG00000221683.1	101	101	101	101
ENSG00000235400.1_7	1587	1587	1587	1587
ENSG00000162618.15_12	3233	3300	3672	4184
ENSG00000230787.1_5	1111	1111	1111	1111
ENSG00000266388.1	94	94	94	94
ENSG00000282898.1_10	559	559	559	559
ENSG00000235011.2_10	355	355	355	355
ENSG00000285462.1_5	1507	1507	1507	1507
ENSG00000288822.2_2	577	577	577	577
ENSG00000232676.1_3	1124	1124	1124	1124
ENSG00000285409.1_7	597	597	597	597
ENSG00000235756.2_9	1135	1135	1135	1135
ENSG00000260322.1_8	1976	1976	1976	1976
ENSG00000277670.1_7	263	263	263	263
ENSG00000236407.1_5	619	619	619	619
ENSG00000266033.1	110	110	110	110
ENSG00000225598.1_10	580	580	580	580
ENSG00000213559.4_7	922	922	922	922
ENSG00000227062.2_9	418	418	418	418
ENSG00000234108.1_8	331	331	331	331
ENSG00000224326.1_10	349	349	349	349
ENSG00000234184.8_10	599	599	608	844
ENSG00000227937.1_5	382	382	382	382
ENSG00000229752.1_5	739	739	739	739
ENSG00000235089.1_9	643	643	643	643
ENSG00000285179.1_1	748	748	748	748
ENSG00000223026.1	308	308	308	308
ENSG00000117114.21_16	5571	5559	7432	8683
ENSG00000224494.1_5	1150	1150	1150	1150
ENSG00000227288.3_8	1675	1675	1675	1675
ENSG00000227960.1_10	343	343	343	343
ENSG00000234953.2_12	643	643	643	643
ENSG00000242598.1_7	521	521	521	521
ENSG00000236676.1_11	641	641	641	641
ENSG00000234683.1_8	350	350	350	350
ENSG00000215875.4_7	1065	1065	1065	1065
ENSG00000233290.4_12	2090	1388	4247	6224
ENSG00000230817.6_8	1423	1423	1712	1815
ENSG00000236268.6_9	3022	3022	4519	4588
ENSG00000285782.2_7	761	761	761	761
ENSG00000231364.3_8	1373	1373	1373	1373
ENSG00000233008.8_11	2503	2639	3177	12230
ENSG00000237076.2_9	812	812	812	812
ENSG00000223231.1	94	94	94	94
ENSG00000137941.17_9	5004	5004	7980	8043
ENSG00000233061.1_9	2921	2921	2921	2921
ENSG00000229486.2_10	1401	1401	1401	1401
ENSG00000285201.1_5	441	441	441	441
ENSG00000271576.2_9	1631	1631	1631	1631
ENSG00000142875.21_13	3284	4240	4513	6417
ENSG00000213540.3_7	493	493	493	493
ENSG00000226970.2_7	244	244	244	244
ENSG00000199959.1	137	137	137	137
ENSG00000203943.9_8	1095	1129	1567	2069
ENSG00000249237.5_11	711	627	905	905
ENSG00000240520.7_7	729	729	915	1244
ENSG00000137976.8_5	1223	1223	1317	1524
ENSG00000285361.1_5	1318	1318	1318	1318
ENSG00000117133.11_6	1336	1336	1948	2290
ENSG00000174021.12_10	1819	920	3733	4217
ENSG00000285851.1_8	2686	2686	2686	2686
ENSG00000122432.19_9	2983	2983	2983	2983
ENSG00000117151.13_9	6571	6571	6571	6571
ENSG00000284882.2_6	1108	1108	1108	1108
ENSG00000285374.1_5	1060	1060	1060	1060
ENSG00000289881.1_1	1052	1052	1052	1052
ENSG00000180869.4_8	2884	2884	2884	2884
ENSG00000232622.1_9	247	247	247	247
ENSG00000117155.17_9	3669	3842	5843	6708
ENSG00000285325.1_5	1172	1172	1172	1172
ENSG00000251899.1	132	132	132	132
ENSG00000171517.6_9	3430	3430	3515	3536
ENSG00000153898.13_8	2386	2386	3044	3044
ENSG00000162643.13_13	2927	2905	2990	3197
ENSG00000055732.13_8	2508	2810	2953	4591
ENSG00000266110.1	80	80	80	80
ENSG00000280099.1_7	1717	1717	1717	1717
ENSG00000097096.10_10	5820	5820	6174	6174
ENSG00000162642.14_8	1879	1879	3254	3283
ENSG00000223254.1	107	107	107	107
ENSG00000142867.14_13	2146	2146	2833	2833
ENSG00000223653.6_12	2311	2311	2673	4442
ENSG00000264380.1	64	64	64	64
ENSG00000153904.21_11	2888	3939	4022	4587
ENSG00000199459.1	110	110	110	110
ENSG00000273264.1_10	366	366	366	366
ENSG00000282057.1_19	1261	531	2745	3212
ENSG00000272691.1_10	243	243	243	243
ENSG00000142871.18_13	2278	2278	2278	2278
ENSG00000199934.1	77	77	77	77
ENSG00000230285.1_10	255	255	255	255
ENSG00000117174.11_13	6141	6141	6203	6203
ENSG00000171502.15_15	6834	6834	6834	6834
ENSG00000201620.1_2	119	119	119	119
ENSG00000229505.1_7	736	736	736	736
ENSG00000285210.1_8	2837	2837	2837	2837
ENSG00000122417.16_20	3568	3895	7560	7858
ENSG00000231349.2_9	691	691	691	691
ENSG00000137975.8_6	3935	3935	3935	3935
ENSG00000016490.16_6	3157	3157	3310	3310
ENSG00000016602.9_4	3211	3211	3211	3211
ENSG00000224466.1_5	718	718	718	718
ENSG00000236915.3_13	2432	2770	3668	8371
ENSG00000221702.2	88	88	88	88
ENSG00000291014.1_3	3412	3412	3412	3412
ENSG00000153923.11_6	2781	2781	2781	2781
ENSG00000097033.15_9	5316	6331	6456	6488
ENSG00000230721.1_8	555	555	555	555
ENSG00000284846.1_7	1638	1638	1638	1638
ENSG00000183291.18_16	1163	1220	1542	1591
ENSG00000153936.18_9	3939	3706	6759	8180
ENSG00000267734.1_10	746	746	746	746
ENSG00000224198.1	233	233	233	233
ENSG00000267561.2_11	2013	2013	2013	2013
ENSG00000235251.2_7	937	937	937	937
ENSG00000225568.1_7	826	826	826	826
ENSG00000267272.5_7	2707	3181	3368	5908
ENSG00000221222.1	148	148	148	148
ENSG00000284240.1_9	3864	3864	3864	3864
ENSG00000143013.13_6	3126	3126	4993	5140
ENSG00000227290.2_9	920	920	920	920
ENSG00000199318.1_2	134	134	134	134
ENSG00000237505.8_10	2236	2256	3542	15658
ENSG00000279778.1_7	3087	3087	3087	3087
ENSG00000270507.1_7	150	150	150	150
ENSG00000286758.1_3	599	599	599	599
ENSG00000239504.2	284	284	284	284
ENSG00000230053.2_9	368	368	368	368
ENSG00000237959.1_5	322	322	322	322
ENSG00000065243.20_11	3864	2890	6070	6591
ENSG00000207234.1	107	107	107	107
ENSG00000241975.1_5	318	318	318	318
ENSG00000137947.12_12	1599	1599	1599	1599
ENSG00000235308.1_7	475	475	475	475
ENSG00000137944.18_15	1841	1841	1868	1968
ENSG00000213516.10_17	4879	4799	5084	5087
ENSG00000117226.12_11	3037	3037	3037	3037
ENSG00000202385.1	120	120	120	120
ENSG00000117228.11_9	2177	2177	2883	3412
ENSG00000234518.2_6	483	483	483	483
ENSG00000162645.13_9	4088	4088	4088	4088
ENSG00000289582.1_1	273	273	273	273
ENSG00000286802.1_3	3491	3491	3491	3491
ENSG00000213512.3_14	2426	2426	2426	2426
ENSG00000162654.9_8	6141	6141	6141	6141
ENSG00000284734.1_1	1602	1602	1602	1602
ENSG00000284637.1_5	185	185	185	185
ENSG00000289712.1_1	234	234	234	234
ENSG00000154451.15_11	6812	6812	6812	6812
ENSG00000237568.1_8	324	324	324	324
ENSG00000238081.1_7	662	662	662	662
ENSG00000233235.1_7	797	797	797	797
ENSG00000183347.15_4	4685	4685	4685	4685
ENSG00000215874.3_7	633	633	633	633
ENSG00000290525.1_3	1234	1234	1234	1234
ENSG00000225492.7_9	1441	1441	1441	1441
ENSG00000286548.1_5	3990	3990	4186	5936
ENSG00000197147.15_11	6307	7664	8034	8128
ENSG00000288629.1_3	63	63	63	63
ENSG00000231999.8_12	2852	2167	6537	9244
ENSG00000230735.1_9	437	437	437	437
ENSG00000171488.15_7	7170	7170	7170	7170
ENSG00000271949.1_9	654	654	654	654
ENSG00000226394.2_9	142	142	142	142
ENSG00000239176.1	107	107	107	107
ENSG00000231613.1_9	509	509	509	509
ENSG00000272931.1_8	695	695	695	695
ENSG00000171492.14_9	3647	3647	3950	4215
ENSG00000272672.1_8	547	547	547	547
ENSG00000252797.1	232	232	232	232
ENSG00000228175.3_5	729	729	729	729
ENSG00000162664.17_9	6900	9433	9729	10934
ENSG00000287015.1_3	719	719	719	719
ENSG00000287406.1_3	968	968	968	968
ENSG00000212459.1	104	104	104	104
ENSG00000287372.1_5	1866	2123	2674	4336
ENSG00000229201.1_10	231	231	231	231
ENSG00000199666.1	214	214	214	214
ENSG00000143032.8_8	2044	2044	2044	2044
ENSG00000287076.1_3	2438	2438	2571	2613
ENSG00000233593.12_14	2267	1178	5249	9338
ENSG00000285532.2_6	944	944	944	944
ENSG00000225446.3_10	1547	1547	1547	1547
ENSG00000272094.1_10	879	879	879	879
ENSG00000232882.1_5	621	621	621	621
ENSG00000122482.22_10	3633	3788	5702	5985
ENSG00000232393.1_5	886	886	886	886
ENSG00000162669.16_12	4899	4899	4899	4899
ENSG00000206817.1	100	100	100	100
ENSG00000215873.2_5	1145	1145	1145	1145
ENSG00000097046.13_10	3264	3264	3313	3411
ENSG00000241318.3_7	928	928	928	928
ENSG00000229067.1_7	151	151	151	151
ENSG00000203914.4_7	1567	1567	1567	1567
ENSG00000069702.11_14	4431	4238	6339	6910
ENSG00000239794.2	299	299	299	299
ENSG00000266532.1	306	306	306	306
ENSG00000137948.19_16	3349	3310	3696	4027
ENSG00000289483.1_1	966	966	966	966
ENSG00000172031.7_6	1436	1436	1436	1436
ENSG00000233228.1_7	1534	1534	1534	1534
ENSG00000230667.7_11	879	879	879	879
ENSG00000189195.15_12	4076	4447	5999	6062
ENSG00000224678.3_7	994	994	994	994
ENSG00000233401.1_8	1162	1162	1162	1162
ENSG00000273487.1_10	1293	1293	1293	1293
ENSG00000226773.1_7	844	844	844	844
ENSG00000203910.9_6	863	863	871	1086
ENSG00000233125.3_7	418	418	418	418
ENSG00000265543.1	84	84	84	84
ENSG00000174842.17_10	2006	2006	2006	2006
ENSG00000122484.9_6	16899	16899	16899	16899
ENSG00000242764.2	295	295	295	295
ENSG00000162676.13_10	3376	2855	4554	4858
ENSG00000067208.17_12	4844	3443	7795	8119
ENSG00000223787.2_9	346	346	346	346
ENSG00000229992.1_5	583	583	583	583
ENSG00000201317.1	116	116	116	116
ENSG00000225505.1_7	797	797	797	797
ENSG00000234202.2_9	156	156	156	156
ENSG00000223896.2_7	1163	1163	1163	1163
ENSG00000122406.14_10	828	828	1028	1028
ENSG00000154511.12_9	2188	2468	2646	3091
ENSG00000206680.1	95	95	95	95
ENSG00000251795.1	53	53	53	53
ENSG00000207523.1	133	133	133	133
ENSG00000207022.1	124	124	124	124
ENSG00000229052.2_9	2003	2003	3403	3403
ENSG00000289544.1_1	584	584	584	584
ENSG00000252121.1	107	107	107	107
ENSG00000239710.2	295	295	295	295
ENSG00000287797.1_5	2446	2446	2446	2446
ENSG00000238787.1	72	72	72	72
ENSG00000252752.1	95	95	95	95
ENSG00000222664.1	291	291	291	291
ENSG00000251837.1	97	97	97	97
ENSG00000143033.18_6	3479	3945	4075	4126
ENSG00000117500.13_9	2611	1296	5789	6053
ENSG00000122483.18_15	4737	4765	4867	5587
ENSG00000237003.1_8	321	321	321	321
ENSG00000225297.1_7	185	185	185	185
ENSG00000223745.8_11	1695	1637	3014	3636
ENSG00000229567.1_7	169	169	169	169
ENSG00000117505.13_6	5885	5885	10124	10124
ENSG00000229635.1_9	512	512	512	512
ENSG00000207379.1	107	107	107	107
ENSG00000137942.18_12	4485	4227	5341	5530
ENSG00000212601.1_2	120	120	120	120
ENSG00000137936.18_15	2917	3200	3229	4133
ENSG00000224093.7_10	1637	1548	2650	4238
ENSG00000211575.1	80	80	80	80
ENSG00000260464.1_8	1766	1766	1766	1766
ENSG00000067334.14_11	5896	5896	5896	5896
ENSG00000023909.10_8	3945	3945	4883	4909
ENSG00000223490.2_7	400	400	400	400
ENSG00000234099.1_8	1058	1058	1058	1058
ENSG00000235794.1_8	331	331	331	331
ENSG00000232752.1_8	643	643	643	643
ENSG00000229842.2_8	667	667	667	667
ENSG00000250890.1_7	157	157	157	157
ENSG00000236689.1_9	677	677	677	677
ENSG00000226960.1_7	589	589	589	589
ENSG00000233129.1_7	766	766	766	766
ENSG00000198691.14_10	5216	5216	7328	7657
ENSG00000233482.1_8	352	352	352	352
ENSG00000137962.13_8	5497	5497	8952	9650
ENSG00000264963.1	317	317	317	317
ENSG00000238389.1	104	104	104	104
ENSG00000226835.4_13	1129	939	1603	3396
ENSG00000178596.10_7	985	985	985	985
ENSG00000236098.1_11	592	592	592	592
ENSG00000232918.2_10	488	488	488	488
ENSG00000286692.1_5	486	486	486	486
ENSG00000117528.14_14	2244	2244	3604	3804
ENSG00000117525.14_8	2088	2088	2298	2298
ENSG00000288736.2_2	942	800	1229	2051
ENSG00000223675.1_10	2171	2171	2171	2171
ENSG00000224081.10_10	1983	683	5956	7513
ENSG00000232857.2_7	835	835	835	835
ENSG00000263526.1	41	41	41	41
ENSG00000143036.17_11	2072	2053	2381	2499
ENSG00000117519.16_10	1955	1974	1991	2288
ENSG00000235501.8_12	1119	1362	1479	1643
ENSG00000172339.10_8	9375	9375	9375	9375
ENSG00000230427.1_8	1096	1096	1096	1096
ENSG00000152078.10_11	6805	6805	6805	6805
ENSG00000271092.5_11	1491	1491	1491	1491
ENSG00000231992.1_11	420	420	420	420
ENSG00000206679.1	99	99	99	99
ENSG00000226026.7_12	3991	3991	3991	3991
ENSG00000122481.17_9	1129	1129	1180	1197
ENSG00000228852.6_19	371	371	371	371
ENSG00000287919.1_5	2726	2726	2726	2726
ENSG00000228504.1_8	382	382	382	382
